,User,Join Date
0,kazeboy,2011-08-20
0,fabio%2520grosso%2520(%2520yes%2520it,
0,fabio%2520grosso,
0,bassel,2015-06-01
0,hc,2009-02-22
0,Ulrik,
0,KingJuve,
0,DarioOo,
0,vincenzo,2011-06-15
0,M27,2014-04-01
0,sakamoto,
0,sperhkpjbav,
0,Cand,
0,ACiccone,2012-04-29
0,Forzajuve,2012-04-11
0,Luca!,
0,xcaterinax,
0,R.B.10,
0,Signora1897,2012-03-06
0,kemey93,
0,Arash,
0,bigjohn,2011-11-02
0,ming%2520the%2520merciless,
0,MORRISA6,
0,Mr.%2520FANTASTIC%2520BOMBAST,
0,MR.%2520BOMBASTIC,2009-08-02
0,Mr.%2520BOMBASTIC,2009-08-02
0,mr.%2520BOMBASTIC,2009-08-02
0,Mr.%2520Bombastic,2009-08-02
0,Mr.%2520BOMBASTIC!,
0,Mr%2520Bombastic,
0,MR%2520BOMBASTIC,
0,Mr%2520BOMBASTIC,
0,ViallI,2013-03-21
0,Citymike,2014-09-07
0,Zouma,2015-05-09
0,amorosonick95,
0,Alf%2520Ramsey,
0,Elaine,2011-10-21
0,Liang%2520Kai,
0,PaulPuzzo,
0,lady_killa,
0,don,2014-06-13
0,pinoyjuve,
0,Samson777,
0,fortuna,2009-01-11
0,Rund,
0,ground%2520penetrating%2520ra,
0,wali,2011-04-26
0,Mark%2520Duckworth,2010-06-12
0,income%2520tax%2520calculator,
0,forzalecceandbologna,
0,Boum-Boum,
0,Nickky,
0,wali_100,
0,Moderaterock101,
0,UGAjuve,
0,Milacicmilos5,
0,GXE,2013-02-18
0,Highlaner_mak,
0,Ridone135,2012-04-26
0,Jean-Alain%2520Boumsong%2520,
0,Zaigham,
0,HughMaltbyMerda,
0,Nini,2009-04-28
0,Bj%2520Lammens,
0,Mufid,2012-03-14
0,Get%2520Owned,
0,ROCCO,2011-10-02
0,dvdlll,2012-09-04
0,TOTO,2011-09-18
0,Danivelez899,
0,RandomLGND,
0,Uioh,
0,I-BleedBlacknWhite,
0,Ong%2520liang%2520Kai,
0,Mirza%2520Omeragic,
0,Papalamalte,2012-03-02
0,The%2520Offside%2520Philly,
0,Neeraj,2008-07-24
0,Alex%2520Shaw,
0,Femiola88,
0,juve?,2010-02-09
0,Ahmed%2520Ossama,
0,The%2520Decisive,
0,Kazaan,
0,Juvealways,2012-03-02
0,bigman,2011-09-30
0,baggiopersempre,2012-09-06
0,real_deal,
0,Jor,2011-04-30
0,Aj,2014-08-04
0,Dhal,
0,Dartagnanx,
0,Dgbnuts,
0,Juve_Redemption,
0,jorids%2520alter-ego,
0,amauri%2520in%2520disguise,
0,Ice_kikki,
0,Ciaran,2010-01-19
0,dfdfdfdf,2013-07-11
0,garudabianconero,
0,Jasda,
0,Juvearecool,
0,Kemo072,
0,KZ,2010-03-06
0,Peter_thelight,
0,sammyisback!,
0,MPC,2008-11-20
0,Julien,2009-05-11
0,gertzky,
0,Gegege,
0,Jason%2520Irawan,
0,RoyK,2014-04-25
0,Zee%2520Burney,
0,Dalemarolw,
0,Will,
0,jcas,
0,FrancescoJuve,2012-03-20
0,Castelve,
0,Jean-Alain%2520Boum-Boums,
0,HJ,2010-03-18
0,Jb2kny,
0,Ciromyhero,
0,samywamy,2012-03-02
0,Tgiancarlo,
0,Interfandon'tkillme,
0,Andrew%2520Gibney,
0,Sposato_al_Nemico,2011-08-22
0,Benny%2520B,2008-06-21
0,Jamme,
0,rund,
0,Idiag%2520desmond,
0,milfordplazausa,
0,Ridho%2520Mardiansyah,
0,Lord%2520Vader,2009-07-26
0,one135,
0,Gudson%2520Hernandez%2520Ania,
0,yasser,
0,Djindan,2011-08-20
0,Younginvester,
0,Rahul%2520Chaudhary,
0,Mc%2520Amor16,
0,DelPieroLover,
0,merceles,
0,TGiancarlo,
0,AliBaba,
0,JohnnyApps,2012-03-24
0,Blueenvelope,
0,Salmonfromheaven,
0,Pag,2011-10-10
0,JA%2520Juve,
0,Gurnam%2520Bigman,
0,SomaliPirate,2012-02-26
0,Joepyspags,
0,ibleedjuve,
0,Zappa_1992,
0,Iqbal%2520Adiansyah,
0,Fred%2520S,2010-12-12
0,Henry,2011-09-04
0,Juvieman27,
0,Schirripa1984,
0,Marjgreci,
0,Jordid,
0,Robert%2520J,2009-05-06
0,merkel,
0,guanjian,
0,Mohamad,2012-03-20
0,Vittorio,
0,Ulsgts,
0,Robert%2520J.,
0,tommy,2014-07-16
0,gurnam%2520bigman,
0,amauris%2520romantic%2520nov,
0,JA_JUVE,
0,BERTRAND,2018-02-19
0,Paulie,2008-09-16
0,Bigman,2011-09-30
0,Tonez,2015-04-12
0,Fabiobarto,2015-06-01
0,Beast,2011-08-27
0,FORZA_INTTTTERRR21,
0,P3trarch,2012-03-24
0,Bisconne,
0,Gustav%2520Bergstrom,
0,Chibon,
0,ASD,
0,Mark%2520Jacobsen,
0,bringjuveback,
0,juve_per_sempre,
0,Jafiorilli,
0,forzajuve,2012-04-11
0,Jindan,
0,alex%2520livenskiy,
0,Carlos6,
0,Yasser,
0,JianGuan,
0,Dika_wali,
0,dutt85,
0,johncas,2011-08-17
0,House96,
0,ThopiQue,
0,mike22ro,
0,vic,2011-10-24
0,Shad,2009-09-07
0,Dutt85,
0,Hdaaap369,
0,Taibah,
0,JuventinoZZ,
0,Amauri%2520Carvalho%2520de%2520Ol,
0,Gäst,2012-11-10
0,Gurnam%2520BIGMAN,
0,Bruno%2520Carrillo%2520Pires,
0,ADP10,2015-11-30
0,PAOLO,2008-07-17
0,oldladyturin,
0,blueenvelope,
0,KJ%2520Brigate%2520Rosanero,
0,uzjuve,
0,ildivincodino-N,
0,Danar%2520Ari%2520Esa,
0,Alfie%2520Ahmed,
0,jeansp,
0,Suck%2520it,2017-07-07
0,willy%2520johnson,
0,AntiMerda,
0,cinese,
0,rifat,2016-02-07
0,LadyRain,
0,Mysapce1987,
0,Requiem,2008-03-22
0,JennyG,2009-12-28
0,JulianJ,2011-08-25
0,adzke,
0,dackter,
0,Jeremy1Esq,2011-07-11
0,Dovakura,
0,Vaffanculo,2009-05-13
0,Respectfortheoldies,
0,Sloverme10,
0,Vũ%2520Huy%2520Dương,
0,Alex%2520Lik,
0,PAristy,2012-03-07
0,a%2520sensible%2520Juve%2520fan,
0,Akshitsinghdutt,
0,Iris%2520Christan,2011-03-12
0,Shad_Bianconero,
0,Shad9323,
0,Hello,2011-08-31
0,beppe,
0,Pavelnedved1897,
0,Ozone,2009-03-02
0,Nest,
0,pinturrichio,
0,SchweinsteigerLOL,
0,5-2%2520Schalke%2520vs%2520Inter,
0,David%2520Peradze,
0,Doormatt,
0,Gomez,2008-02-12
0,Ahonen,
0,Euge,2009-04-30
0,RomaDurs,2012-02-19
0,Pablo%2520G,
0,Allaromana,
0,David%2520Gonzalez,2011-09-18
0,Antonio%2520Cucciniello,
0,JDAngkasa,2011-08-20
0,RIP%2520Macho%2520man,
0,Rifat%2520Hasan,
0,Saint%2520Harm,
0,Milan%2520Cenev,
0,Cappa,
0,Ian22,
0,dutt,
0,Mohammed21,
0,B00013944,
0,runekai250,
0,Juventisawi,
0,AZAp,2012-10-03
0,mike-smith,
0,Mitchel_smith,
0,ian22,
0,S_Domini,
0,Dj%2520Festa,
0,chairman,2009-01-29
0,Andrés,2008-11-12
0,Hmmmm,2012-10-13
0,afairall,
0,Louis,2011-10-08
0,David%2520P%2520Weber,
0,Marchisio08,
0,123fakestreet,
0,Francisonfire,
0,Optimist,2008-05-13
0,Cico,2017-08-21
0,Eric,
0,fiQ,2012-03-30
0,Soundfire624,
0,rifat_hasan,
0,Mariuch10,
0,Στοιχημα,
0,heywhathappened,
0,JuveCalcio,
0,Avia(ACM),
0,WorldclassJuve,
0,KontolGatel,
0,MilanInd,
0,Azzurrooo,
0,juveman11,
0,Milanista21,
0,DD,2011-09-19
0,TD,2011-10-05
0,brown%2520land,
0,Kelvin,
0,Juventusi,
0,Eric%2520Gonzalez,
0,kristian%2520chamoun,
0,Katalog%2520firm,
0,Masur,
0,Fic,
0,"BASTA,%2520ENOUGH.",
0,Jordan%2520Knight,
0,AnthonyC,2009-12-06
0,Anthony%2520C,2009-09-02
0,Ajroma4eva,
0,dutt%252085,
0,Milanista_21,
0,Munawar%2520Peer,
0,Iudeanyim%2520ikenna%2520samu,
0,Aa,
0,the%2520oldest%2520lady,
0,z3bina%2520teh%2520mule,
0,Respect%2520Our%2520Mothers,
0,Ellegiersnicolas,
0,Barbados,2009-06-28
0,Law%2520yoe,
0,Jakob,2008-12-13
0,riaft,
0,Lookuu%2520Look,
0,Grinta,2013-12-06
0,Abdalla%2520Dino%2520Haji,
0,fallen%2520giant,
0,Neumj01,
0,T-bone,2008-10-25
0,Borlandd,2011-08-21
0,ford118,
0,Blackbox,
0,Johnnyapples,
0,Johnny%2520Apples,
0,tttt,2012-06-24
0,Fdsa,2010-06-07
0,Roman%2520Tikhonov,
0,JoGadsby,
0,Tomislav,
0,Westside,2013-02-24
0,Ferrari_412T2,
0,Yahyaishaq50,
0,Nicholas%2520Amoroso,
0,akshitdutt,
0,Muscat,
0,Miketorino,
0,Nik%2520Jelic10,
0,jen,2014-09-30
0,SJ_JUVE,2011-08-19
0,Jian%2520Guan,
0,tymb,
0,Glory%2520seeker,
0,Nan,
0,Gill,2008-06-18
0,Italla2006,
0,Ermellino%2520Solo,
0,dnbm,
0,Hellmank,
0,Dutt,
0,yahoo-VDT2RZZ5YDIACKG,
0,Afairall2539,
0,Lars%2520Aa.%2520Pedersen,
0,dontbemad,2017-10-20
0,Guerrero,2011-01-25
0,giusepppe,
0,Alief%2520Rezza,
0,BAYERN4LIFE,2018-01-15
0,juve10,
0,olejuve,
0,philip99,
0,Creatureinacave,
0,Nancyboy1984,
0,Charles%2520Rogers,2014-08-09
0,1000post_get,
0,1000posts,
0,Suraaj%2520Sethi,
0,Revan,2009-10-18
0,Akshu,2011-08-19
0,Julian%2520Rozie,
0,Steven22,
0,Refly,2012-03-02
0,BARBADOS_1,
0,Pauri1s,
0,Kgdd,
0,Desin_nr1,
0,Jenny,2011-09-06
0,Giuset123,
0,Guest123,2013-09-10
0,tortbort,2011-08-20
0,WhereIsTheTopPlayer,
0,Ah%2520Hariri,
0,Milos%2520Sadzak,
0,tpick,2009-09-13
0,Tamim,2014-12-23
0,Top,2008-12-11
0,xkemex,2018-08-29
0,Jsjjsjsjj,
0,DiMilo,2011-08-20
0,Scanline,
0,Ryan%2520DeBernardo,
0,Roger_allen_9285,
0,paulo,2008-12-09
0,Jeremy%2520Tanner,
0,ricky,2011-08-20
0,Janet333,
0,Gilang%2520Hanggareksa,
0,mo7med,
0,ita,
0,Guset123,
0,Bianconero,2009-07-27
0,SomeoneSomewhere,
0,BIGMAN%2520GUNMAN,
0,cheecho,
0,Julian%2520De%2520Martinis,
0,naser19,
0,Loopd,
0,the_real_sammy,
0,Pasr16,
0,Malakis,2010-11-15
0,DavidPeradze,
0,Jromero58,
0,Jen,2014-09-30
0,Interistuss,
0,Cavecreature,
0,Pawql,
0,Mpc,2008-11-20
0,jacksparooo,2012-03-26
0,IA19,
0,Xam_45,
0,Refresh%2520Kittanning,
0,vanderrad,
0,AJ_Milan,2012-03-23
0,chadr,
0,Juventino-Toronto,
0,Palomao,2012-03-03
0,Santiago%2520Montes,
0,Ali%2520Aboalsaud,
0,chielo,
0,sid,2008-05-09
0,Pauriis,
0,quaazi,2012-05-12
0,Dontbemad,2017-10-20
0,Nikko10,2012-08-01
0,dv,2012-01-20
0,Nader%2520Gulsharifi,
0,amauri%2520stansfield,
0,muscat,
0,olivierio,
0,amauri%2520and%2520sharon%2520sto,
0,Omar,
0,Nancyboy84,
0,JuveXSempre,
0,jamal100,2012-03-02
0,samywamy88,2015-08-27
0,MonteCarlo89,2012-03-02
0,RizzoSports.com,
0,_benito,
0,Juventino_ZZ,
0,MitchwantsNeymarandBe,
0,philip,2014-06-19
0,I%2520disagree,
0,montreli,
0,NG,2008-03-30
0,Pavel_Nedved,
0,XhakaJuve,2012-03-02
0,persianJuve,2012-04-07
0,Mambungo,
0,*%2520NETTII,
0,UGA,2012-10-15
0,Numbero10Bonello,
0,Torrs,
0,Trez17,
0,Timc0014,
0,barmitswa,
0,dd,2011-09-19
0,Hunchback,2012-03-04
0,dreamer,2009-03-18
0,Viktorzokas,
0,Crashy,2012-03-04
0,bengzo,
0,EnricoPallazzo,
0,Ya7ya3mer,
0,Vincenzocatania,
0,jamal,2010-05-13
0,blz,2015-08-31
0,bassie,2012-09-20
0,juve_indo,
0,"W,%2520disqus%2520sucks",
0,Borlandd1978,
0,Gulsharifi,
0,michele97,
0,Zissi,
0,Zeman,
0,reflyh2,
0,linklunk_,
0,ollie,2008-04-15
0,nicobinz,
0,Junfeng%2520Liu,
0,Janetlady,
0,gagobeats,
0,Joe10_2005,
0,Alvian%2520Wisudawan,
0,Anthony%2520DiPietranton,
0,Samdelasr,2012-02-21
0,Ibrajuve,2012-03-06
0,100%Juve,
0,blz187,
0,Bianconeri_2007,
0,LSD,2009-02-24
0,JuventinoXsempre,
0,MarcoMotta,
0,Jian,2011-11-26
0,Mesba7,
0,montiburns1,2012-04-05
0,Mmsamy88,
0,Joe%2520Macaluso,
0,Joey,2011-08-22
0,UhguyhUhfuygh,
0,100%Juventus,
0,Delpiero2011,2011-03-31
0,Waltergrajeda89,
0,Juventino95,
0,ian_22,2012-03-03
0,Mariuch,
0,Pablo%2520Ayala%2520Raineri,
0,ricky1897,
0,omar,
0,ue,
0,phantomzz,2012-03-23
0,guest50,
0,Nnadez%2520Hernanes,
0,Szymon%2520Kowalewski,2012-03-03
0,chester%2520andre%2520beningt,
0,Eggbert,2012-06-20
0,guess,
0,Giuseppeciano1,
0,Chris%2520William%2520Vere%2520Xa,
0,Tixo123,
0,vidalforPM,
0,Juuuuuuve,
0,juventits,
0,guest9,
0,st,2008-02-12
0,Nnandez%2520Hernanes,
0,Antz,2010-09-06
0,budrioluuuu,
0,Proud%2520Milanista%2520:),
0,Marcutio,2013-03-07
0,michele76,
0,Juventino_Turin%2520HQ,
0,Auris,
0,Kyle%2520Schnitzer,2010-10-22
0,mosca,2013-06-07
0,Dfsa,
0,hy77,
0,censorshop,
0,Guitar%2520Ravi,
0,Shad_Juventino,
0,johnapples,
0,motionwest,2012-04-20
0,Zaki,2008-04-14
0,hustini,
0,tortbort(on%2520another%2520c,
0,tortbort(atanother%2520co,
0,tortbort(...),
0,Miroslav,2016-04-06
0,Srnarayan86,
0,michael_smith11,
0,demyan,
0,Yank2425,
0,Su_ponkbjee,
0,JustAFan,2011-08-22
0,Frt,
0,Mr_Moretti,
0,Forza%2520Rain,
0,Jacqueme,
0,isaac,
0,Amin%2520Alm,
0,mhd,2008-03-19
0,Grinta1897,
0,Carlosrios%2520Cr,
0,Niccolojuve,
0,Mulebakk,
0,Abhinav%2520Gaur,
0,Jianguan,
0,Tom00436,
0,Ricky1897,
0,Rickie1897,
0,FJGadsby,
0,GiGi,2011-08-19
0,Taabistan,
0,enbnchd,
0,Gadsby,2012-03-23
0,Black%2520and%2520Blue%2520Army,
0,MN,2010-01-25
0,JVS,2013-12-06
0,Steven%252076,
0,tayga,2017-07-18
0,Gian,2010-08-12
0,Hmm,2008-09-16
0,anonymous,
0,??,
0,Gufi%2520state%2520a%2520casa,
0,Luigi%2520M,2010-04-28
0,Rocky,2011-08-20
0,Giovaoz,2012-08-30
0,The%2520Lich,2019-08-26
0,Bebek,2012-03-03
0,Uh-oh,2012-06-08
0,Khaniv13,2012-03-08
0,Arne,
0,Slakas,2012-05-11
0,Mitchwants30thScudet,
0,I%2520hate%2520Elia,
0,Joedelpiero,
0,joedelpiero,
0,kemey,
0,Motionwest,2012-04-20
0,Di%2520Milo,
0,UzJuve,
0,Alton%2520Costa,
0,randomlegend,
0,Samuel%2520Dieudonne.,
0,Ramzi%2520Haddad,
0,Isyos,
0,fcim1908,
0,JuventinofromToronto,
0,Simonphukan,
0,Abdallah%2520Dino%2520Haji,
0,juventino95,
0,Yoyoyoyoyoyoy,
0,hector,2008-10-12
0,Mh,2009-07-29
0,gobrewers,
0,Olliebo927,
0,Salaheddine%2520Bouhammou,
0,xhakajuve,2012-03-02
0,@#,
0,Juve%2520fan%2520forever,
0,peepo,
0,TonyG,2008-10-12
0,syncmaster,2017-07-10
0,Skaterkid1972,
0,Gaetanow,
0,chemico,
0,t_house,
0,Shamsi,
0,Treazgoal17,
0,Trezgoal17,
0,Matt-DDQ35,
0,shanman,2008-08-22
0,Backoff,
0,Michela%2520Quattrociocc,
0,Stream,
0,adp1974,2012-03-04
0,cookie,2008-06-04
0,bebek,2012-03-03
0,Waltegrajeda89,
0,GiGi_1,
0,DelPieroMania,
0,Szymonescu%2520(i%2520hate%2520di,
0,Forzajuventusfinealle,
0,Papilaya(John),
0,Johnnyapp,
0,Juve_championale,
0,Simone_Pepes_Butterfl,
0,Ronnie,
0,Weston%2520(@wpazzurri),
0,Darkhorse1234,
0,Johnnyapps,2012-03-24
0,Dnbm,
0,José%2520Jaramillo,
0,Mouadh,
0,Omarbbitar,
0,James%2520Stanislowski,
0,Thomas%2520Matthew,
0,Povilas%2520Miškinis,
0,delpiero,2012-03-05
0,juventusawi,2012-03-02
0,JuveAfrica,
0,rgiacc,
0,Steve%2520Germain,
0,Mechris84,
0,Buffon%2520Lik,
0,BigBegg,
0,adp10,2015-11-30
0,Frgoprekgsfdkgfdj,
0,WaliTdot,
0,Dfasd,
0,Tatarie,
0,MrsR,
0,pottsburg,
0,pazza%2520inter,
0,Sam%2520Lewis,2018-05-12
0,R13,
0,JuveXsempre,
0,Gaetan,
0,:(,
0,Steven76,2010-01-01
0,MatriTones,
0,enzoch,
0,Giles09,2012-03-02
0,Robert%2520W.%2520Chall,
0,Jamal,2010-05-13
0,Papilaya(John)™,
0,Motion,2012-03-03
0,guest123,2013-09-10
0,Inter!!Inter!!!!,
0,mg10,
0,Latin_29,
0,Chris%2520Savage,2012-03-03
0,Suarez's%2520Dentist,2014-10-18
0,Airous,
0,johnnyapps,2012-03-24
0,Altin,
0,Grammar%2520Police,2009-09-07
0,Randy_theflyingdutchm,
0,Indian%2520buddy%2520need%2520he,
0,Alessandro%2520Domenico,
0,johnapps,
0,im%2520not%2520a%2520gypsy,
0,Papaplamalte,
0,simonepepelalalalala,
0,marc,2008-10-24
0,André%2520Solvang,
0,Senbonzakura%2520Kageyos,
0,Randy%2520Gerrits,
0,Luis%2520Suarez%2520Needs%2520a%2520n,
0,krasic%2520Gone,
0,The.count,
0,adp,2011-05-26
0,totti%2520is%2520a%2520sisterfuck,
0,Juventus%2520rape%2520inter%2520e,
0,Fo,2009-10-29
0,the%2520f,
0,johnnyapp,
0,JSjuventino,
0,mue,2012-03-06
0,Chuks%2520A.,2011-08-20
0,alttin,2012-03-02
0,WhoisPadoin?,
0,M0b,
0,Awarshy,2012-05-09
0,Jamal100,2012-03-02
0,Edd_juvenoy,
0,longtimeobserver,
0,palaboy,
0,Marotta%2520Needs%2520a%2520New%2520E,
0,the%2520old%2520lady,2012-03-25
0,Haris,
0,LeZebre,
0,ized,
0,Horhay,2013-12-03
0,Nedved1811,2012-09-02
0,Irish-Juve,
0,Juventino_zz,
0,Ledattack,2011-08-20
0,Amauri_Cynthia,
0,pocahontas,
0,Edrick_007,
0,Gianluigi%2520mario,
0,Smotch121,2012-03-03
0,Zlatan099,
0,idisagree,
0,Reezal,2013-11-20
0,Dcasr,2012-04-05
0,Samuel%2520Siswono,
0,InterPerSiempre!,
0,SamuelSiswono,
0,garza,2009-02-27
0,Claudio,2011-02-01
0,Renderoos,
0,Sdfsaa,
0,ChinaBoy,
0,Alttin,2012-03-02
0,juve49SA,
0,JUVECA,
0,Got%2520another%2520link%2520for%2520,
0,AlexTdot,2012-03-03
0,Mantas,2012-11-25
0,milams,2012-03-23
0,ForzaMilan,
0,Meehee,
0,Blandie,2011-08-21
0,pantsukki,
0,Lulimet,
0,Prince%2520Boa,
0,Beepbeep,2009-04-04
0,Boa%2520Prince,
0,Prince_Boa,
0,I%2520Got%2520Banned,
0,Igotbanned,
0,bebek23,
0,Zona,2009-01-01
0,Hanso,2008-06-28
0,PiratesofGhana,
0,nespiero,
0,Prince%2520nOCERINO,
0,Prince%2520Sulley,
0,Z3bina,
0,Ibracadabra11,2012-03-24
0,Prince%2520Nocerino,
0,Chiellini%2520kiss%2520my%2520ass,
0,Mouadh%2520Xidouri,2012-03-02
0,Prince%2520Boateng,2013-10-13
0,Juvesucksballs,
0,King%2520Ayew,
0,prince%2520binho,
0,StevanBAC,
0,JuveSHIT,
0,Mr.%2520Juve,
0,PrinceBoa,
0,juvetroll,
0,StevenBAC,
0,Zafar%2520Khudayberdiev,
0,PrinceSmokingCock,
0,Gigi_1,
0,Xenon%2520arc,
0,Davide%2520Cristiano,
0,JUVEFAN,2011-07-30
0,GhanaTrollPrince,
0,Prince%2520Marchisio,
0,King%2520Del%2520Piero,
0,Juve_Machine,
0,XhakaJuveGiaccherinho,
0,GIles09,2012-03-02
0,principino1897,
0,XHAkAJuVE,2012-03-02
0,COMRADE,2011-04-15
0,Naazak,
0,papalamalte,2012-03-02
0,Jojar8,
0,Ayew,
0,piratesofghanalol,
0,ayew,
0,skippyy,
0,Fru,
0,liverpool%2520and%2520Juvent,
0,xhakaJuve,2012-03-02
0,Pavel11,
0,Acmilan,2012-03-16
0,Idisagree,
0,Jorid23,
0,JeromeJordan,
0,"wait,%2520what?",
0,pinturicch10,
0,Chandler,2008-05-09
0,Notorious%2520Motion,
0,Numbero10bonello,
0,Michał%2520Janowski,
0,none,2009-08-12
0,El%2520Chavo,
0,All_about_balls,
0,Delpiero,2012-03-05
0,Adam,2011-08-18
0,z31fanatic,2012-03-06
0,evee,2012-03-02
0,Danny%2520Penza,2009-09-14
0,GiGi*,2012-03-02
0,AKSupporter,2010-09-13
0,Delious,2012-03-20
0,"British%2520Beef,%2520Goan%2520Sp",
0,CRASHY,2012-03-04
0,Linez,2012-03-18
0,bkn,2012-03-03
0,Zenpath,2011-08-20
0,Comrade*,2012-03-03
0,D%2520Domaster,2012-03-20
0,cugino1897,2011-08-20
0,Arks,2012-03-03
0,Moe%2520C,2012-03-02
0,Will.,2011-09-02
0,Grandejuve10,2012-03-02
0,nickdil40,2012-03-13
0,Shake%2520Appeal,2011-08-20
0,smotch121,2012-03-03
0,LUISPMONTOYA,2012-03-09
0,ivoandov,2012-03-01
0,DelPiero,2012-03-05
0,juventindian,2011-08-20
0,Somnath_Sengupta_,2012-03-07
0,Ricardo%25201,2011-08-19
0,Milos%2520Bianconero,2012-03-07
0,Sabakku,2012-03-30
0,Akshuu,2011-08-19
0,juvejuan,2012-03-03
0,bianconerifann,2012-03-25
0,skippyjuventino,2012-03-03
0,mabz,2012-03-03
0,JuveJags,2012-03-03
0,UneFitojPaGjyqeDhePer,
0,NezPiero,2012-03-03
0,ghm,2012-03-08
0,juvestar,2012-03-20
0,Baggiomaniac,2012-03-02
0,borriello's%2520stylist,2012-03-26
0,Babyshambles,2012-03-27
0,PolarPanda,2011-08-20
0,nernie,2012-03-02
0,KalininDevin,2012-03-13
0,zizou%2520mike,2011-08-20
0,Calvin,2011-10-12
0,Colin%2520Johnson,2010-06-11
0,horowitz,2012-03-21
0,SamCalcio,2012-03-21
0,habsjuve,2012-03-19
0,Mitchwants30thscudet,
0,BianconeriFan,2012-03-16
0,DjFesta,2011-08-20
0,Hefe_Juve,2012-03-07
0,alexanderali,2012-03-06
0,JUVENOY,2012-03-02
0,Mouadh%2520xidouri,2012-03-02
0,Gaetano76,2012-03-03
0,Graham%2520MacAree,2008-02-12
0,Ryan%2520Rosenblatt,2008-04-22
0,Kirsten%2520Schlewitz,2008-04-10
0,Jen%2520Mac%2520Ramos,2008-10-25
0,Arron%2520Duckling,2010-11-12
0,NC%2520Nole,2010-09-11
0,Juan%2520Montoya%2520Noviell,2012-03-02
0,Stephen%2520Schmidt,2009-05-11
0,KarimJuve7,2012-03-03
0,Mr.%2520Guan,2012-03-03
0,Mootje,2012-04-25
0,JRob,2011-08-21
0,Aciccone,2012-04-29
0,area011,2012-04-10
0,ridone135,2012-04-26
0,DCASR,2012-04-05
0,florian_albert,2012-04-27
0,@motionwest,2012-04-20
0,3Rey0Juve3,2012-04-23
0,CabezaDeTortuga,2012-04-22
0,bmanson,2012-04-10
0,bjrnb,2012-04-19
0,Dlewis,2011-07-03
0,Wali10,2012-04-13
0,minhaj027,2012-04-07
0,del_ibrajuve,2012-03-17
0,Ralha,2010-05-30
0,Big_Muff,2012-04-01
0,FAV@,2012-03-23
0,SSR,2012-05-31
0,arshjot,2012-04-09
0,Awarshy#8,2012-05-09
0,zak1jufr1,2012-04-22
0,LaZonaDelPiero,2012-06-01
0,VoodooSteve,2010-04-05
0,akshay.hariharan,2012-05-24
0,Luis%2520Montoya,2012-05-07
0,jovanst,2012-05-25
0,ayanb11,2012-05-17
0,Sebanovic,2011-04-28
0,Juve%252010,2012-05-13
0,Zeee,2012-05-21
0,adelfiacco10,2012-03-10
0,meadow,2011-05-31
0,nicholas.amoroso1,2012-05-02
0,Divisio,
0,rivanoa,2012-05-08
0,ks_10,2012-05-07
0,Pouya,2012-05-06
0,TFalaknaz,2012-05-09
0,ESkARA,2012-05-06
0,reblz,2012-05-06
0,ArturoVidal,2012-02-12
0,Swanand,2012-03-24
0,unclearthur3,2012-03-29
0,clayguidashair,2012-01-22
0,jusufreja,2012-04-29
0,scudetto,2012-05-02
0,piotrunio,2012-06-15
0,Sunnyside83,2012-06-30
0,alxalxalx,2012-06-27
0,Ravi%2520Rajagopal,2012-03-29
0,CapitanoConte,2012-06-11
0,surya.basu,2012-06-12
0,eggzs,2012-06-07
0,Snow_ball,2012-08-01
0,suponk,2012-07-20
0,BlahBlahOleOle,2012-07-07
0,Wessa,2012-08-11
0,GiovaOz,2012-08-30
0,kheldar52077,2011-04-28
0,jackmanboss,2012-08-08
0,Orion10,2012-08-26
0,Nabae%2520Asfar,2012-07-31
0,east_is_dead,2012-05-21
0,HR1897,2012-08-30
0,juvetrini,2012-08-17
0,adjo.net,2012-08-29
0,kotakmakan,2012-08-30
